"District","FIPS","Year","Grade","Subject","Variable","Measure Type","Value"
"Achievement First Hartford Academy District","","2015-2016","Grade 7","Math","Smarter Balanced Participation Rate","Percent","100"
"Achievement First Hartford Academy District","","2015-2016","Grade 8","ELA","Smarter Balanced Participation Rate","Percent","98.5"
"Achievement First Hartford Academy District","","2015-2016","Grade 8","Math","Smarter Balanced Participation Rate","Percent","100"
"Achievement First Hartford Academy District","","2015-2016","All","ELA","Total Number with Scored Tests","Number","589"
"Achievement First Hartford Academy District","","2015-2016","All","Math","Total Number with Scored Tests","Number","585"
"Achievement First Hartford Academy District","","2015-2016","Grade 11","ELA","Total Number with Scored Tests","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Grade 11","Math","Total Number with Scored Tests","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Grade 3","ELA","Total Number with Scored Tests","Number","89"
"Achievement First Hartford Academy District","","2015-2016","Grade 3","Math","Total Number with Scored Tests","Number","88"
"Achievement First Hartford Academy District","","2015-2016","Grade 4","ELA","Total Number with Scored Tests","Number","91"
"Achievement First Hartford Academy District","","2015-2016","Grade 4","Math","Total Number with Scored Tests","Number","90"
"Achievement First Hartford Academy District","","2015-2016","Grade 5","ELA","Total Number with Scored Tests","Number","144"
"Achievement First Hartford Academy District","","2015-2016","Grade 5","Math","Total Number with Scored Tests","Number","142"
"Achievement First Hartford Academy District","","2015-2016","Grade 6","ELA","Total Number with Scored Tests","Number","144"
"Achievement First Hartford Academy District","","2015-2016","Grade 6","Math","Total Number with Scored Tests","Number","143"
"Achievement First Hartford Academy District","","2015-2016","Grade 7","ELA","Total Number with Scored Tests","Number","57"
"Achievement First Hartford Academy District","","2015-2016","Grade 7","Math","Total Number with Scored Tests","Number","57"
"Achievement First Hartford Academy District","","2015-2016","Grade 8","ELA","Total Number with Scored Tests","Number","64"
"Achievement First Hartford Academy District","","2015-2016","Grade 8","Math","Total Number with Scored Tests","Number","65"
"Achievement First Hartford Academy District","","2015-2016","All","ELA","AverageVSS","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","All","Math","AverageVSS","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Grade 11","ELA","AverageVSS","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Grade 11","Math","AverageVSS","Number","-6666"
"Achievement First Hartford Academy District","","2015-2016","Grade 3","ELA","AverageVSS","Number","2423"
"Achievement First Hartford Academy District","","2015-2016","Grade 3","Math","AverageVSS","Number","2453"
"Achievement First Hartford Academy District","","2015-2016","Grade 4","ELA","AverageVSS","Number","2479"
"Achievement First Hartford Academy District","","2015-2016","Grade 4","Math","AverageVSS","Number","2479"
"Achievement First Hartford Academy District","","2015-2016","Grade 5","ELA","AverageVSS","Number","2467"
"Achievement First Hartford Academy District","","2015-2016","Grade 5","Math","AverageVSS","Number","2453"
"Achievement First Hartford Academy District","","2015-2016","Grade 6","ELA","AverageVSS","Number","2512"
"Achievement First Hartford Academy District","","2015-2016","Grade 6","Math","AverageVSS","Number","2473"
"Achievement First Hartford Academy District","","2015-2016","Grade 7","ELA","AverageVSS","Number","2531"
"Achievement First Hartford Academy District","","2015-2016","Grade 7","Math","AverageVSS","Number","2469"
"Achievement First Hartford Academy District","","2015-2016","Grade 8","ELA","AverageVSS","Number","2577"
"Achievement First Hartford Academy District","","2015-2016","Grade 8","Math","AverageVSS","Number","2534"
"Amistad Academy District","","2014-2015","All","ELA","Total Number of Students","Number","544"
"Amistad Academy District","","2014-2015","All","Math","Total Number of Students","Number","544"
"Amistad Academy District","","2014-2015","Grade 11","ELA","Total Number of Students","Number","33"
"Amistad Academy District","","2014-2015","Grade 11","Math","Total Number of Students","Number","33"
"Amistad Academy District","","2014-2015","Grade 3","ELA","Total Number of Students","Number","89"
"Amistad Academy District","","2014-2015","Grade 3","Math","Total Number of Students","Number","89"
"Amistad Academy District","","2014-2015","Grade 4","ELA","Total Number of Students","Number","76"
"Amistad Academy District","","2014-2015","Grade 4","Math","Total Number of Students","Number","76"
"Amistad Academy District","","2014-2015","Grade 5","ELA","Total Number of Students","Number","90"
"Amistad Academy District","","2014-2015","Grade 5","Math","Total Number of Students","Number","90"
"Amistad Academy District","","2014-2015","Grade 6","ELA","Total Number of Students","Number","99"
"Amistad Academy District","","2014-2015","Grade 6","Math","Total Number of Students","Number","99"
"Amistad Academy District","","2014-2015","Grade 7","ELA","Total Number of Students","Number","78"
"Amistad Academy District","","2014-2015","Grade 7","Math","Total Number of Students","Number","78"
"Amistad Academy District","","2014-2015","Grade 8","ELA","Total Number of Students","Number","79"
"Amistad Academy District","","2014-2015","Grade 8","Math","Total Number of Students","Number","79"
"Amistad Academy District","","2014-2015","All","ELA","Total Number Tested","Number","541"
"Amistad Academy District","","2014-2015","All","Math","Total Number Tested","Number","540"
"Amistad Academy District","","2014-2015","Grade 11","ELA","Total Number Tested","Number","32"
"Amistad Academy District","","2014-2015","Grade 11","Math","Total Number Tested","Number","32"
"Amistad Academy District","","2014-2015","Grade 3","ELA","Total Number Tested","Number","88"
"Amistad Academy District","","2014-2015","Grade 3","Math","Total Number Tested","Number","88"
"Amistad Academy District","","2014-2015","Grade 4","ELA","Total Number Tested","Number","76"
"Amistad Academy District","","2014-2015","Grade 4","Math","Total Number Tested","Number","76"
"Amistad Academy District","","2014-2015","Grade 5","ELA","Total Number Tested","Number","89"
"Amistad Academy District","","2014-2015","Grade 5","Math","Total Number Tested","Number","88"
"Amistad Academy District","","2014-2015","Grade 6","ELA","Total Number Tested","Number","99"
"Amistad Academy District","","2014-2015","Grade 6","Math","Total Number Tested","Number","99"
"Amistad Academy District","","2014-2015","Grade 7","ELA","Total Number Tested","Number","78"
"Amistad Academy District","","2014-2015","Grade 7","Math","Total Number Tested","Number","78"
"Amistad Academy District","","2014-2015","Grade 8","ELA","Total Number Tested","Number","79"
"Amistad Academy District","","2014-2015","Grade 8","Math","Total Number Tested","Number","79"
"Amistad Academy District","","2014-2015","All","ELA","Smarter Balanced Participation Rate","Percent","99.4"
"Amistad Academy District","","2014-2015","All","Math","Smarter Balanced Participation Rate","Percent","99.3"
"Amistad Academy District","","2014-2015","Grade 11","ELA","Smarter Balanced Participation Rate","Percent","97"
"Amistad Academy District","","2014-2015","Grade 11","Math","Smarter Balanced Participation Rate","Percent","97"
"Amistad Academy District","","2014-2015","Grade 3","ELA","Smarter Balanced Participation Rate","Percent","98.9"
"Amistad Academy District","","2014-2015","Grade 3","Math","Smarter Balanced Participation Rate","Percent","98.9"
"Amistad Academy District","","2014-2015","Grade 4","ELA","Smarter Balanced Participation Rate","Percent","100"
"Amistad Academy District","","2014-2015","Grade 4","Math","Smarter Balanced Participation Rate","Percent","100"
"Amistad Academy District","","2014-2015","Grade 5","ELA","Smarter Balanced Participation Rate","Percent","98.9"
"Amistad Academy District","","2014-2015","Grade 5","Math","Smarter Balanced Participation Rate","Percent","97.8"
"Amistad Academy District","","2014-2015","Grade 6","ELA","Smarter Balanced Participation Rate","Percent","100"
"Amistad Academy District","","2014-2015","Grade 6","Math","Smarter Balanced Participation Rate","Percent","100"
"Amistad Academy District","","2014-2015","Grade 7","ELA","Smarter Balanced Participation Rate","Percent","100"
"Amistad Academy District","","2014-2015","Grade 7","Math","Smarter Balanced Participation Rate","Percent","100"
"Amistad Academy District","","2014-2015","Grade 8","ELA","Smarter Balanced Participation Rate","Percent","100"
"Amistad Academy District","","2014-2015","Grade 8","Math","Smarter Balanced Participation Rate","Percent","100"
"Amistad Academy District","","2014-2015","All","ELA","Total Number with Scored Tests","Number","541"
"Amistad Academy District","","2014-2015","All","Math","Total Number with Scored Tests","Number","540"
"Amistad Academy District","","2014-2015","Grade 11","ELA","Total Number with Scored Tests","Number","32"
"Amistad Academy District","","2014-2015","Grade 11","Math","Total Number with Scored Tests","Number","32"
"Amistad Academy District","","2014-2015","Grade 3","ELA","Total Number with Scored Tests","Number","88"
"Amistad Academy District","","2014-2015","Grade 3","Math","Total Number with Scored Tests","Number","88"
"Amistad Academy District","","2014-2015","Grade 4","ELA","Total Number with Scored Tests","Number","76"
"Amistad Academy District","","2014-2015","Grade 4","Math","Total Number with Scored Tests","Number","76"
"Amistad Academy District","","2014-2015","Grade 5","ELA","Total Number with Scored Tests","Number","89"
"Amistad Academy District","","2014-2015","Grade 5","Math","Total Number with Scored Tests","Number","88"
"Amistad Academy District","","2014-2015","Grade 6","ELA","Total Number with Scored Tests","Number","99"
"Amistad Academy District","","2014-2015","Grade 6","Math","Total Number with Scored Tests","Number","99"
"Amistad Academy District","","2014-2015","Grade 7","ELA","Total Number with Scored Tests","Number","78"
"Amistad Academy District","","2014-2015","Grade 7","Math","Total Number with Scored Tests","Number","78"
"Amistad Academy District","","2014-2015","Grade 8","ELA","Total Number with Scored Tests","Number","79"
"Amistad Academy District","","2014-2015","Grade 8","Math","Total Number with Scored Tests","Number","79"
