"District","FIPS","Year","Subject","Variable","Measure Type","Value"
"Area Cooperative Educational Services","","2015-2016","ELA","Level 2 Approaching Percent","Percent","25.0"
"Area Cooperative Educational Services","","2015-2016","Math","Level 2 Approaching Percent","Percent","28.5"
"Area Cooperative Educational Services","","2015-2016","ELA","Level 3 Met Count","Number","331"
"Area Cooperative Educational Services","","2015-2016","Math","Level 3 Met Count","Number","187"
"Area Cooperative Educational Services","","2015-2016","ELA","Level 3 Met Percent","Percent","26.0"
"Area Cooperative Educational Services","","2015-2016","Math","Level 3 Met Percent","Percent","14.7"
"Area Cooperative Educational Services","","2015-2016","ELA","Level 4 Exceeded Count","Number","144"
"Area Cooperative Educational Services","","2015-2016","Math","Level 4 Exceeded Count","Number","82"
"Area Cooperative Educational Services","","2015-2016","ELA","Level 4 Exceeded Percent","Percent","11.3"
"Area Cooperative Educational Services","","2015-2016","Math","Level 4 Exceeded Percent","Percent","6.5"
"Area Cooperative Educational Services","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","475"
"Area Cooperative Educational Services","","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","269"
"Area Cooperative Educational Services","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","37.3"
"Area Cooperative Educational Services","","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","21.2"
"Ashford School District","","2014-2015","ELA","Total Number of Students","Number","253"
"Ashford School District","","2014-2015","Math","Total Number of Students","Number","253"
"Ashford School District","","2014-2015","ELA","Total Number Tested","Number","252"
"Ashford School District","","2014-2015","Math","Total Number Tested","Number","249"
"Ashford School District","","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","99.6"
"Ashford School District","","2014-2015","Math","Smarter Balanced Participation Rate","Percent","98.4"
"Ashford School District","","2014-2015","ELA","Total Number with Scored Tests","Number","252"
"Ashford School District","","2014-2015","Math","Total Number with Scored Tests","Number","248"
"Ashford School District","","2014-2015","ELA","Level 1 Not Met Count","Number","34"
"Ashford School District","","2014-2015","Math","Level 1 Not Met Count","Number","69"
"Ashford School District","","2014-2015","ELA","Level 1 Not Met Percent","Percent","13.5"
"Ashford School District","","2014-2015","Math","Level 1 Not Met Percent","Percent","27.8"
"Ashford School District","","2014-2015","ELA","Level 2 Approaching Count","Number","64"
"Ashford School District","","2014-2015","Math","Level 2 Approaching Count","Number","73"
"Ashford School District","","2014-2015","ELA","Level 2 Approaching Percent","Percent","25.4"
"Ashford School District","","2014-2015","Math","Level 2 Approaching Percent","Percent","29.4"
"Ashford School District","","2014-2015","ELA","Level 3 Met Count","Number","84"
"Ashford School District","","2014-2015","Math","Level 3 Met Count","Number","68"
"Ashford School District","","2014-2015","ELA","Level 3 Met Percent","Percent","33.3"
"Ashford School District","","2014-2015","Math","Level 3 Met Percent","Percent","27.4"
"Ashford School District","","2014-2015","ELA","Level 4 Exceeded Count","Number","70"
"Ashford School District","","2014-2015","Math","Level 4 Exceeded Count","Number","38"
"Ashford School District","","2014-2015","ELA","Level 4 Exceeded Percent","Percent","27.8"
"Ashford School District","","2014-2015","Math","Level 4 Exceeded Percent","Percent","15.3"
"Ashford School District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","154"
"Ashford School District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","106"
"Ashford School District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","61.1"
"Ashford School District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","42.7"
"Ashford School District","","2015-2016","ELA","Total Number of Students","Number","233"
"Ashford School District","","2015-2016","Math","Total Number of Students","Number","233"
"Ashford School District","","2015-2016","ELA","Total Number Tested","Number","232"
"Ashford School District","","2015-2016","Math","Total Number Tested","Number","232"
"Ashford School District","","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","99.6"
"Ashford School District","","2015-2016","Math","Smarter Balanced Participation Rate","Percent","99.6"
"Ashford School District","","2015-2016","ELA","Total Number with Scored Tests","Number","232"
"Ashford School District","","2015-2016","Math","Total Number with Scored Tests","Number","232"
"Ashford School District","","2015-2016","ELA","Level 1 Not Met Count","Number","35"
"Ashford School District","","2015-2016","Math","Level 1 Not Met Count","Number","48"
"Ashford School District","","2015-2016","ELA","Level 1 Not Met Percent","Percent","15.1"
"Ashford School District","","2015-2016","Math","Level 1 Not Met Percent","Percent","20.7"
"Ashford School District","","2015-2016","ELA","Level 2 Approaching Count","Number","52"
"Ashford School District","","2015-2016","Math","Level 2 Approaching Count","Number","71"
"Ashford School District","","2015-2016","ELA","Level 2 Approaching Percent","Percent","22.4"
"Ashford School District","","2015-2016","Math","Level 2 Approaching Percent","Percent","30.6"
"Ashford School District","","2015-2016","ELA","Level 3 Met Count","Number","82"
"Ashford School District","","2015-2016","Math","Level 3 Met Count","Number","73"
"Ashford School District","","2015-2016","ELA","Level 3 Met Percent","Percent","35.3"
"Ashford School District","","2015-2016","Math","Level 3 Met Percent","Percent","31.5"
"Ashford School District","","2015-2016","ELA","Level 4 Exceeded Count","Number","63"
"Ashford School District","","2015-2016","Math","Level 4 Exceeded Count","Number","40"
"Ashford School District","","2015-2016","ELA","Level 4 Exceeded Percent","Percent","27.2"
"Ashford School District","","2015-2016","Math","Level 4 Exceeded Percent","Percent","17.2"
"Ashford School District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","145"
"Ashford School District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","113"
"Ashford School District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","62.5"
"Ashford School District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","48.7"
"Avon School District","900302060","2014-2015","ELA","Total Number of Students","Number","1841"
"Avon School District","900302060","2014-2015","Math","Total Number of Students","Number","1841"
"Avon School District","900302060","2014-2015","ELA","Total Number Tested","Number","1812"
"Avon School District","900302060","2014-2015","Math","Total Number Tested","Number","1823"
"Avon School District","900302060","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","98.4"
"Avon School District","900302060","2014-2015","Math","Smarter Balanced Participation Rate","Percent","99.0"
"Avon School District","900302060","2014-2015","ELA","Total Number with Scored Tests","Number","1809"
"Avon School District","900302060","2014-2015","Math","Total Number with Scored Tests","Number","1823"
"Avon School District","900302060","2014-2015","ELA","Level 1 Not Met Count","Number","101"
"Avon School District","900302060","2014-2015","Math","Level 1 Not Met Count","Number","149"
"Avon School District","900302060","2014-2015","ELA","Level 1 Not Met Percent","Percent","5.6"
"Avon School District","900302060","2014-2015","Math","Level 1 Not Met Percent","Percent","8.2"
"Avon School District","900302060","2014-2015","ELA","Level 2 Approaching Count","Number","220"
"Avon School District","900302060","2014-2015","Math","Level 2 Approaching Count","Number","354"
"Avon School District","900302060","2014-2015","ELA","Level 2 Approaching Percent","Percent","12.2"
"Avon School District","900302060","2014-2015","Math","Level 2 Approaching Percent","Percent","19.4"
"Avon School District","900302060","2014-2015","ELA","Level 3 Met Count","Number","624"
"Avon School District","900302060","2014-2015","Math","Level 3 Met Count","Number","563"
"Avon School District","900302060","2014-2015","ELA","Level 3 Met Percent","Percent","34.5"
"Avon School District","900302060","2014-2015","Math","Level 3 Met Percent","Percent","30.9"
"Avon School District","900302060","2014-2015","ELA","Level 4 Exceeded Count","Number","864"
"Avon School District","900302060","2014-2015","Math","Level 4 Exceeded Count","Number","757"
"Avon School District","900302060","2014-2015","ELA","Level 4 Exceeded Percent","Percent","47.8"
"Avon School District","900302060","2014-2015","Math","Level 4 Exceeded Percent","Percent","41.5"
"Avon School District","900302060","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","1488"
"Avon School District","900302060","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","1320"
"Avon School District","900302060","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","82.3"
"Avon School District","900302060","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","72.4"
"Avon School District","900302060","2015-2016","ELA","Total Number of Students","Number","1545"
"Avon School District","900302060","2015-2016","Math","Total Number of Students","Number","1548"
"Avon School District","900302060","2015-2016","ELA","Total Number Tested","Number","1541"
"Avon School District","900302060","2015-2016","Math","Total Number Tested","Number","1541"
"Avon School District","900302060","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","99.7"
"Avon School District","900302060","2015-2016","Math","Smarter Balanced Participation Rate","Percent","99.5"
"Avon School District","900302060","2015-2016","ELA","Total Number with Scored Tests","Number","1541"
"Avon School District","900302060","2015-2016","Math","Total Number with Scored Tests","Number","1541"
"Avon School District","900302060","2015-2016","ELA","Level 1 Not Met Count","Number","85"
"Avon School District","900302060","2015-2016","Math","Level 1 Not Met Count","Number","115"
"Avon School District","900302060","2015-2016","ELA","Level 1 Not Met Percent","Percent","5.5"
"Avon School District","900302060","2015-2016","Math","Level 1 Not Met Percent","Percent","7.5"
"Avon School District","900302060","2015-2016","ELA","Level 2 Approaching Count","Number","207"
"Avon School District","900302060","2015-2016","Math","Level 2 Approaching Count","Number","266"
"Avon School District","900302060","2015-2016","ELA","Level 2 Approaching Percent","Percent","13.4"
"Avon School District","900302060","2015-2016","Math","Level 2 Approaching Percent","Percent","17.3"
"Avon School District","900302060","2015-2016","ELA","Level 3 Met Count","Number","501"
"Avon School District","900302060","2015-2016","Math","Level 3 Met Count","Number","440"
"Avon School District","900302060","2015-2016","ELA","Level 3 Met Percent","Percent","32.5"
"Avon School District","900302060","2015-2016","Math","Level 3 Met Percent","Percent","28.6"
"Avon School District","900302060","2015-2016","ELA","Level 4 Exceeded Count","Number","748"
"Avon School District","900302060","2015-2016","Math","Level 4 Exceeded Count","Number","720"
"Avon School District","900302060","2015-2016","ELA","Level 4 Exceeded Percent","Percent","48.5"
"Avon School District","900302060","2015-2016","Math","Level 4 Exceeded Percent","Percent","46.7"
"Avon School District","900302060","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","1249"
"Avon School District","900302060","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","1160"
"Avon School District","900302060","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","81.1"
